VariationID,VCV,RS# (dbSNP)_new,Gene,Submitter,date_old,ClinicalSignificance_old,ClinicalSignificance_old_norm,date_new,ClinicalSignificance_new,ClinicalSignificance_new_norm,SCV_old,SCV_new,change_type,citation_pmids,citation_count
54765,VCV000054765,397509033,BRCA1,"CONFLICT: University of Washington Department of Laboratory Medicine, University of Washington",,Multiple interpretations exist,Conflicting interpretations,2023-03-23,Likely benign,Likely benign,,SCV003849146.1,conflicting_interpretations,"['31911673', '31911673']",2
54785,VCV000054785,397509043,BRCA1,"CONFLICT: ClinVar Staff, National Center for Biotechnology Information (NCBI)",,Multiple interpretations exist,Conflicting interpretations,2018-01-25,not provided,Unknown,,SCV000679244.1,conflicting_interpretations,['18489799'],1
54776,VCV000054776,80356899,BRCA1,CONFLICT: Counsyl,,Multiple interpretations exist,Conflicting interpretations,2017-09-06,Uncertain significance,Uncertain significance,,SCV000785538.3,conflicting_interpretations,"['9150149', '16267036', '15385441', '18273839']",4
54776,VCV000054776,80356899,BRCA1,"CONFLICT: University of Washington Department of Laboratory Medicine, University of Washington",,Multiple interpretations exist,Conflicting interpretations,2023-03-23,Likely benign,Likely benign,,SCV003847399.1,conflicting_interpretations,"['31911673', '31911673']",2
54780,VCV000054780,28897673,BRCA1,CONFLICT: Evidence-based Network for the Interpretation of Germline Mutant Alleles (ENIGMA),,Multiple interpretations exist,Conflicting interpretations,2015-08-10,Benign,Benign,,SCV000244336.1,conflicting_interpretations,['21990134'],1
54780,VCV000054780,28897673,BRCA1,CONFLICT: Counsyl,,Multiple interpretations exist,Conflicting interpretations,2014-08-19,Likely benign,Likely benign,,SCV000220600.3,conflicting_interpretations,"['12955716', '18936166', '23161852', '20104584', '17924331', '21702907', '21990134', '16267036', '16014699', '23867111', '21520273']",11
54767,VCV000054767,80357386,BRCA1,CONFLICT: Quest Diagnostics Nichols Institute San Juan Capistrano,,Multiple interpretations exist,Conflicting interpretations,2020-10-15,Uncertain significance,Uncertain significance,,SCV002046306.1,conflicting_interpretations,"['16518693', '12531920', '26467025']",3
54767,VCV000054767,80357386,BRCA1,"CONFLICT: University of Washington Department of Laboratory Medicine, University of Washington",,Multiple interpretations exist,Conflicting interpretations,2023-03-23,Likely benign,Likely benign,,SCV003849140.1,conflicting_interpretations,"['31911673', '31911673']",2
54756,VCV000054756,273899696,BRCA1,"CONFLICT: Revvity Omics, Revvity",,Multiple interpretations exist,Conflicting interpretations,2022-10-31,Likely pathogenic,Likely pathogenic,,SCV003827359.2,conflicting_interpretations,['25741868'],1
54751,VCV000054751,80358116,BRCA1,CONFLICT: Evidence-based Network for the Interpretation of Germline Mutant Alleles (ENIGMA),,Multiple interpretations exist,Conflicting interpretations,2015-08-10,Pathogenic,Pathogenic,,SCV000244329.1,conflicting_interpretations,['21990134'],1
54751,VCV000054751,80358116,BRCA1,CONFLICT: Ambry Genetics,,Multiple interpretations exist,Conflicting interpretations,2023-09-06,Likely pathogenic,Likely pathogenic,,SCV002753084.3,conflicting_interpretations,"['16267036', '17924331', '21990134', '28944232', '29020732', '29673794', '31209999', '34413315']",8
54777,VCV000054777,80356899,BRCA1,CONFLICT: Ambry Genetics,,Multiple interpretations exist,Conflicting interpretations,2023-06-11,Uncertain significance,Uncertain significance,,SCV000277268.8,conflicting_interpretations,"['25011685', '31131967']",2
54777,VCV000054777,80356899,BRCA1,CONFLICT: Evidence-based Network for the Interpretation of Germline Mutant Alleles (ENIGMA),,Multiple interpretations exist,Conflicting interpretations,2019-06-18,Benign,Benign,,SCV001161501.2,conflicting_interpretations,['31131967'],1
54777,VCV000054777,80356899,BRCA1,"CONFLICT: Labcorp Genetics (formerly Invitae), Labcorp",,Multiple interpretations exist,Conflicting interpretations,2024-11-04,Likely benign,Likely benign,,SCV003242288.3,conflicting_interpretations,['28492532'],1
54760,VCV000054760,80356933,BRCA1,CONFLICT: Quest Diagnostics Nichols Institute San Juan Capistrano,,Multiple interpretations exist,Conflicting interpretations,2021-06-30,Uncertain significance,Uncertain significance,,SCV001133545.3,conflicting_interpretations,"['31131967', '26467025']",2
54760,VCV000054760,80356933,BRCA1,"CONFLICT: University of Washington Department of Laboratory Medicine, University of Washington",,Multiple interpretations exist,Conflicting interpretations,2023-03-23,Likely benign,Likely benign,,SCV003849169.1,conflicting_interpretations,"['31911673', '31911673']",2
54759,VCV000054759,80356933,BRCA1,"CONFLICT: Labcorp Genetics (formerly Invitae), Labcorp",,Multiple interpretations exist,Conflicting interpretations,2019-12-30,Uncertain significance,Uncertain significance,,SCV001556567.5,conflicting_interpretations,"['27062684', '31432501', '28492532']",3
54759,VCV000054759,80356933,BRCA1,"CONFLICT: University of Washington Department of Laboratory Medicine, University of Washington",,Multiple interpretations exist,Conflicting interpretations,2023-03-23,Likely benign,Likely benign,,SCV003849170.1,conflicting_interpretations,"['31911673', '31911673']",2
54766,VCV000054766,397509034,BRCA1,"CONFLICT: ClinVar Staff, National Center for Biotechnology Information (NCBI)",,Multiple interpretations exist,Conflicting interpretations,2018-01-25,not provided,Unknown,,SCV000679606.1,conflicting_interpretations,['9609997'],1
54766,VCV000054766,397509034,BRCA1,"CONFLICT: Labcorp Genetics (formerly Invitae), Labcorp",,Multiple interpretations exist,Conflicting interpretations,2022-06-12,Uncertain significance,Uncertain significance,,SCV003441871.3,conflicting_interpretations,"['9609997', '28492532']",2
54766,VCV000054766,397509034,BRCA1,"CONFLICT: University of Washington Department of Laboratory Medicine, University of Washington",,Multiple interpretations exist,Conflicting interpretations,2023-03-23,Likely benign,Likely benign,,SCV003849145.1,conflicting_interpretations,"['31911673', '31911673']",2
54740,VCV000054740,80356848,BRCA1,"CONFLICT: All of Us Research Program, National Institutes of Health",,Multiple interpretations exist,Conflicting interpretations,2023-07-10,Likely Benign,Likely benign,,SCV004833483.1,conflicting_interpretations,['25741868'],1
54755,VCV000054755,56321129,BRCA1,CONFLICT: Evidence-based Network for the Interpretation of Germline Mutant Alleles (ENIGMA),,Multiple interpretations exist,Conflicting interpretations,2015-08-10,Benign,Benign,,SCV000244330.1,conflicting_interpretations,['21990134'],1
54755,VCV000054755,56321129,BRCA1,CONFLICT: ITMI,,Multiple interpretations exist,Conflicting interpretations,2013-09-19,not provided,Unknown,,SCV000084427.1,conflicting_interpretations,['24728327'],1
54755,VCV000054755,56321129,BRCA1,"CONFLICT: CSER _CC_NCGL, University of Washington",,Multiple interpretations exist,Conflicting interpretations,2014-06-01,Uncertain significance,Uncertain significance,,SCV000190095.2,conflicting_interpretations,"['25637381', '25637381']",2
54755,VCV000054755,56321129,BRCA1,CONFLICT: Eurofins Ntd Llc (ga),,Multiple interpretations exist,Conflicting interpretations,2014-12-05,Likely benign,Likely benign,,SCV000224984.6,conflicting_interpretations,['21990134'],1
54741,VCV000054741,80356848,BRCA1,"CONFLICT: ClinVar Staff, National Center for Biotechnology Information (NCBI)",,Multiple interpretations exist,Conflicting interpretations,2018-01-25,not provided,Unknown,,SCV000679642.1,conflicting_interpretations,['10923033'],1
54741,VCV000054741,80356848,BRCA1,"CONFLICT: Color Diagnostics, LLC DBA Color Health",,Multiple interpretations exist,Conflicting interpretations,2024-11-18,Uncertain significance,Uncertain significance,,SCV006063644.1,conflicting_interpretations,['25741868'],1
54741,VCV000054741,80356848,BRCA1,"CONFLICT: University of Washington Department of Laboratory Medicine, University of Washington",,Multiple interpretations exist,Conflicting interpretations,2023-03-23,Likely benign,Likely benign,,SCV003849202.1,conflicting_interpretations,"['31911673', '31911673']",2
54734,VCV000054734,397509029,BRCA1,"CONFLICT: Color Diagnostics, LLC DBA Color Health",,Multiple interpretations exist,Conflicting interpretations,2019-05-02,Uncertain significance,Uncertain significance,,SCV000905820.2,conflicting_interpretations,['25741868'],1
54734,VCV000054734,397509029,BRCA1,"CONFLICT: University of Washington Department of Laboratory Medicine, University of Washington",,Multiple interpretations exist,Conflicting interpretations,2023-03-23,Likely benign,Likely benign,,SCV003849222.1,conflicting_interpretations,"['31911673', '31911673']",2
54762,VCV000054762,80357154,BRCA1,"CONFLICT: Color Diagnostics, LLC DBA Color Health",,Multiple interpretations exist,Conflicting interpretations,2019-07-29,Uncertain significance,Uncertain significance,,SCV001354376.2,conflicting_interpretations,['25741868'],1
54762,VCV000054762,80357154,BRCA1,"CONFLICT: University of Washington Department of Laboratory Medicine, University of Washington",,Multiple interpretations exist,Conflicting interpretations,2023-03-23,Likely benign,Likely benign,,SCV003849164.1,conflicting_interpretations,"['31911673', '31911673']",2
54752,VCV000054752,80358011,BRCA1,"CONFLICT: Color Diagnostics, LLC DBA Color Health",,Multiple interpretations exist,Conflicting interpretations,2022-04-25,Pathogenic,Pathogenic,,SCV000688416.4,conflicting_interpretations,"['20406929', '22333603', '29446198', '31209999', '33471991', '25741868']",6
54752,VCV000054752,80358011,BRCA1,CONFLICT: Ambry Genetics,,Multiple interpretations exist,Conflicting interpretations,2022-07-07,Likely pathogenic,Likely pathogenic,,SCV002753401.2,conflicting_interpretations,"['22333603', '31300551']",2
54750,VCV000054750,80358116,BRCA1,"CONFLICT: Hereditary Cancer Genetics group, Vall d'Hebron Institute of Oncology",,Multiple interpretations exist,Conflicting interpretations,2019-03-01,Pathogenic,Pathogenic,,SCV000916348.2,conflicting_interpretations,['30472649'],1
54750,VCV000054750,80358116,BRCA1,CONFLICT: Ambry Genetics,,Multiple interpretations exist,Conflicting interpretations,2024-03-20,Likely pathogenic,Likely pathogenic,,SCV002754295.2,conflicting_interpretations,"['12774043', '29446198', '29907814']",3
54745,VCV000054745,80357111,BRCA1,CONFLICT: Ambry Genetics,,Multiple interpretations exist,Conflicting interpretations,2022-02-09,Pathogenic,Pathogenic,,SCV001179120.5,conflicting_interpretations,"['29446198', '30209399']",2
54745,VCV000054745,80357111,BRCA1,CONFLICT: Counsyl,,Multiple interpretations exist,Conflicting interpretations,2017-08-17,Likely pathogenic,Likely pathogenic,,SCV000785479.4,conflicting_interpretations,"['21922593', '15235020', '10851077', '15385441']",4
54743,VCV000054743,80358333,BRCA1,CONFLICT: Pathway Genomics,,Multiple interpretations exist,Conflicting interpretations,2014-10-30,Uncertain significance,Uncertain significance,,SCV000223748.1,conflicting_interpretations,"['10923033', '24234437', '25741868']",3
54743,VCV000054743,80358333,BRCA1,"CONFLICT: Color Diagnostics, LLC DBA Color Health",,Multiple interpretations exist,Conflicting interpretations,2017-06-13,Likely benign,Likely benign,,SCV000911051.1,conflicting_interpretations,['25741868'],1
54720,VCV000054720,80356872,BRCA1,"CONFLICT: University of Washington Department of Laboratory Medicine, University of Washington",,Multiple interpretations exist,Conflicting interpretations,2023-03-23,Likely benign,Likely benign,,SCV003849249.1,conflicting_interpretations,"['31911673', '31911673']",2
54742,VCV000054742,80357124,BRCA1,"CONFLICT: All of Us Research Program, National Institutes of Health",,Multiple interpretations exist,Conflicting interpretations,2023-04-03,Uncertain Significance,Uncertain significance,,SCV004815620.1,conflicting_interpretations,"['31131967', '32546644', '33471991', '25741868']",4
54742,VCV000054742,80357124,BRCA1,"CONFLICT: Women's Health and Genetics/Laboratory Corporation of America, LabCorp",,Multiple interpretations exist,Conflicting interpretations,2023-03-17,Likely benign,Likely benign,,SCV003923012.1,conflicting_interpretations,"['16267036', '32546644']",2
54714,VCV000054714,80357478,BRCA1,"CONFLICT: University of Washington Department of Laboratory Medicine, University of Washington",,Multiple interpretations exist,Conflicting interpretations,2023-03-23,Likely benign,Likely benign,,SCV003849256.1,conflicting_interpretations,"['31911673', '31911673']",2
54727,VCV000054727,80356970,BRCA1,"CONFLICT: Color Diagnostics, LLC DBA Color Health",,Multiple interpretations exist,Conflicting interpretations,2016-09-07,Likely benign,Likely benign,,SCV000688407.2,conflicting_interpretations,['25741868'],1
54721,VCV000054721,80357611,BRCA1,"CONFLICT: Institute of Medical Genetics and Applied Genomics, University Hospital Tübingen",,Multiple interpretations exist,Conflicting interpretations,2020-10-23,Pathogenic,Pathogenic,,SCV001447264.2,conflicting_interpretations,['25741868'],1
54721,VCV000054721,80357611,BRCA1,"CONFLICT: ClinVar Staff, National Center for Biotechnology Information (NCBI)",,Multiple interpretations exist,Conflicting interpretations,2018-01-25,not provided,Unknown,,SCV000679241.1,conflicting_interpretations,['19941162'],1
54708,VCV000054708,397509022,BRCA1,"CONFLICT: ClinVar Staff, National Center for Biotechnology Information (NCBI)",,Multiple interpretations exist,Conflicting interpretations,2018-01-25,not provided,Unknown,,SCV000679541.1,conflicting_interpretations,['9609997'],1
54708,VCV000054708,397509022,BRCA1,"CONFLICT: University of Washington Department of Laboratory Medicine, University of Washington",,Multiple interpretations exist,Conflicting interpretations,2023-03-23,Likely benign,Likely benign,,SCV003849286.1,conflicting_interpretations,"['31911673', '31911673']",2
54706,VCV000054706,80356878,BRCA1,"CONFLICT: Labcorp Genetics (formerly Invitae), Labcorp",,Multiple interpretations exist,Conflicting interpretations,2019-03-03,Uncertain significance,Uncertain significance,,SCV001543500.4,conflicting_interpretations,['28492532'],1
54706,VCV000054706,80356878,BRCA1,"CONFLICT: University of Washington Department of Laboratory Medicine, University of Washington",,Multiple interpretations exist,Conflicting interpretations,2023-03-23,Likely benign,Likely benign,,SCV003849294.1,conflicting_interpretations,"['31911673', '31911673']",2
54725,VCV000054725,273899691,BRCA1,CONFLICT: Counsyl,,Multiple interpretations exist,Conflicting interpretations,2016-01-13,Likely benign,Likely benign,,SCV000488166.3,conflicting_interpretations,"['18273839', '18431501', '18627636']",3
54725,VCV000054725,273899691,BRCA1,CONFLICT: Quest Diagnostics Nichols Institute San Juan Capistrano,,Multiple interpretations exist,Conflicting interpretations,2019-04-23,Benign,Benign,,SCV000888877.4,conflicting_interpretations,"['18431501', '18627636', '18273839', '26467025']",4
